,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
90,0.7444701840000001,2606,https://www.zalando.co.uk/tom-tailor-denim-dress-maxi-dress-blue-to721c0cw-t11.html,TOM TAILOR DENIM,PRINTED  , Day dress,summer-dresses,54.99,navy,,,Tulle,,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30°C",Mandarin collar,,,,,Floral,Slip,TO721C0CW-T11,Calf-length,Long,,Slim Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,0.23396007,6078,https://www.zalando.co.uk/wal-g-darling-maxi-dress-occasion-wear-dark-grey-wg021c0r9-c11.html,WAL G.,DARLING MAXI DRESS , Occasion wear,Occasion dresses,79.99,silver,,,Tulle,,100% polyester,"95% polyester, 5% elastane","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Zip,Cache-coeur,Plain,"Padded bust, slip, sequins",WG021C0R9-C11,Knee-length,"23.5 "" (Size 10)","59.0 "" (Size 10)",Bodycon,"Our model is 5' 9""  tall and is wearing size 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,0.133815383,2202,https://www.zalando.co.uk/tommy-hilfiger-short-dress-day-dress-desert-skyecru-to121c0k3-q11.html,Tommy Hilfiger,F&F SHORT LS , Day dress,summer-dresses,139.99,black/white,,,,,100% viscose,,"Machine wash at 30°C, Machine wash on gentle cycle",,,,Button,Crew neck,Print,,TO121C0K3-Q11,Short,"25.0 "" (Size 8)","37.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,0.12629785300000002,7382,https://www.zalando.co.uk/wal-g-limmy-skater-dress-cocktail-dress-party-dress-navy-blue-wg021c0oy-k11.html,WAL G.,LIMMY SKATER DRESS , Cocktail dress / Party dress,Cocktail Dresses,36.99,navy,,,Lace,,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30°C",,,,,Backless,Plain,"Belt included, slip",WG021C0OY-K11,Short,Sleeveless,"35.5 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,0.712780097,481,https://www.zalando.co.uk/mavi-button-dress-day-dress-light-yellow-ma621c023-t12.html,Mavi,BUTTON DRESS , Day dress,summer-dresses,49.99,white multi-coloured,,,,Semi-sheer,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Button,Low-cut v-neck,Floral,Adjustable straps,MA621C023-T12,Calf-length,Spaghetti straps,"47.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,0.332547926,7248,https://www.zalando.co.uk/in-the-style-jac-jossa-asymmetric-cowl-neck-midi-dress-day-dress-black-i0421c00s-q11.html,IN THE STYLE,JAC JOSSA ASYMMETRIC COWL NECK MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,42.99,black,,,Satin,,100% polyester,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,Asymmetrical,,Zip,Cowl neck,Plain,"Belt included, bust darts, adjustable straps",I0421C00S-Q11,Calf-length,"Sleeveless, spaghetti straps","43.0 "" (Size 8)",Slim Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,0.203370907,540,https://www.zalando.co.uk/superdry-day-dress-white-su221c0nh-a11.html,Superdry,Day dress,,summer-dresses,39.99,white,,,,,100% viscose,,,,,,,,,,SU221C0NH-A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.64789216,1064,https://www.zalando.co.uk/monki-day-dress-watery-dot-moq21c0bu-q11.html,Monki,Day dress,,summer-dresses,31.0,black/white,,,,,100% polyester,,Machine wash at 40°C,,,,Button,Crew neck,Polka dot,,MOQ21C0BU-Q11,Calf-length,"23.5 "" (Size S)","42.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,0.054911312,640,https://www.zalando.co.uk/anna-field-petite-day-dress-dark-green-ani21c03l-m11.html,Anna Field Petite,Day dress,,summer-dresses,30.99,dark green,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Button,,Plain,Bust darts,ANI21C03L-M11,Short,"17.5 "" (Size S)","35.5 "" (Size S)",Loose Fit,,"15.5 "" (Size S)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,0.58322859,4094,https://www.zalando.co.uk/bcbgmaxazria-short-evening-day-dress-yellow-mx121c082-e11.html,BCBGMAXAZRIA,SHORT EVENING , Day dress,summer-dresses,194.99,yellow,,,,,100% polyester,100% polyester,"Machine wash at 30°C, Machine wash on gentle cycle",Volant collar,,,Zip,,Plain,"Belt included, slip",MX121C082-E11,Short,Short,,Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
