,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
2025,0.6829460759999999,7056,https://www.zalando.co.uk/farm-rio-mini-dress-cocktail-dress-party-dress-crazy-mix-f0i21c036-t11.html,Farm Rio,MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,234.99,multi-coloured,,,Velvet/velour,,"80% viscose, 20% nylon",100% viscose,Dry clean only,,,,Zip,Low-cut v-neck,Print,Slip,F0I21C036-T11,Extra short,"24.5 "" (Size 8-10)","33.0 "" (Size 8-10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8-10","15.0 "" (Size 8-10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,0.90391718,4091,https://www.zalando.co.uk/rifo-suzanne-day-dress-blue-mare-rip21c000-k11.html,RifÃ²,SUZANNE , Day dress,summer-dresses,59.99,blue,,,PiquÃ©,,100% cotton,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,,,,Low-cut v-neck,Plain,,RIP21C000-K11,Knee-length,Short,"36.5 "" (Size S)",Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,0.8598518159999999,3716,https://www.zalando.co.uk/marimekko-ilolle-jokeri-dress-day-dress-dark-bluesand-m4k21c04s-k11.html,Marimekko,ILOLLE JOKERI DRESS , Day dress,summer-dresses,259.99,navy,,,,,100% cotton,,"Machine wash at 40°C, do not tumble dry",Kent collar,,,Button,,,,M4K21C04S-K11,Calf-length,"21.5 "" (Size 10)","44.5 "" (Size 10)",Regular Fit,,"20.5 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,0.247506532,6835,https://www.zalando.co.uk/ted-baker-kenedi-cocktail-dress-party-dress-dusky-pink-te421c0lk-j11.html,Ted Baker,KENEDI , Cocktail dress / Party dress,Cocktail Dresses,259.99,pastel pink,,,Chiffon,,100% polyester,100% polyester,"Hand wash only, Dry cleanable",,,,Laces,Crew neck,Print,"Bust darts, adjustable straps, slip",TE421C0LK-J11,Short,Sleeveless,"35.0 "" (Size 10)",Slim Fit,"Our model is 5' 11""  tall and is wearing size 10","12.5 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,0.505788995,2873,https://www.zalando.co.uk/esprit-day-dress-navy-es121c24h-k11.html,Esprit,Day dress,,summer-dresses,55.0,navy,,,,,"60% viscose, 40% polyamide",,"Do not bleach, machine wash at 30°C",,,,,Low-cut v-neck,Marl,Belt included,ES121C24H-K11,Short,3/4 length,,Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,0.09602192,6207,https://www.zalando.co.uk/ivy-and-oak-bridal-malea-occasion-wear-snow-white-iv521c02o-a11.html,IVY & OAK BRIDAL,MALEA , Occasion wear,Occasion dresses,654.99,white,,,,,100% viscose,100% polyester,"Do not tumble dry, Do not wash",Standing collar,,,Zip,Backless,Plain,Crochet Detailing,IV521C02O-A11,Long,Short,"71.0 "" (Size 8)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 8","13.5 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,0.17012658,2458,https://www.zalando.co.uk/only-carmakoma-carlollimegan-34-knee-belt-dress-day-dress-marine-green-ona21c0in-m11.html,ONLY Carmakoma,CARLOLLIMEGAN 3/4 KNEE BELT DRESS , Day dress,summer-dresses,34.99,green,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",,,,,Low-cut v-neck,Floral,"Belt included, bust darts",ONA21C0IN-M11,Knee-length,"21.5 "" (Size 14)","45.5 "" (Size 14)",Loose Fit,,"17.5 "" (Size 14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,0.014613993999999996,6709,https://www.zalando.co.uk/wal-g-anya-ruched-midi-dress-cocktail-dress-party-dress-wine-wg021c0re-g11.html,WAL G.,ANYA RUCHED MIDI DRESS , Shift dress,Cocktail Dresses,35.99,bordeaux,,,,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,Zip,Backless,Plain,,WG021C0RE-G11,Knee-length,Sleeveless,"43.5 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,0.909822453,657,https://www.zalando.co.uk/yas-yasbalara-midi-dress-day-dress-blackbalara-y0121c1t2-t11.html,YAS,YASBALARA MIDI DRESS , Day dress,summer-dresses,55.99,black multi-coloured,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Peter Pan collar,,,Button,,Floral,Bust darts,Y0121C1T2-T11,Calf-length,"25.0 "" (Size S)","45.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,0.49037955,351,https://www.zalando.co.uk/ichi-ihcunilla-day-dress-creme-brulee-ic221c0j3-a11.html,ICHI,IHCUNILLA , Day dress,summer-dresses,74.99,white multi-coloured,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C",,,,Button,Low-cut v-neck,Floral,Belt included,IC221C0J3-A11,Knee-length,"15.5 "" (Size 8)","37.0 "" (Size 8)",Loose Fit,,"15.5 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
