,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
90,0.7444701840000001,2606,https://www.zalando.co.uk/tom-tailor-denim-dress-maxi-dress-blue-to721c0cw-t11.html,TOM TAILOR DENIM,PRINTED  , Day dress,summer-dresses,54.99,navy,,,Tulle,,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30°C",Mandarin collar,,,,,Floral,Slip,TO721C0CW-T11,Calf-length,Long,,Slim Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,0.23396007,6078,https://www.zalando.co.uk/wal-g-darling-maxi-dress-occasion-wear-dark-grey-wg021c0r9-c11.html,WAL G.,DARLING MAXI DRESS , Occasion wear,Occasion dresses,79.99,silver,,,Tulle,,100% polyester,"95% polyester, 5% elastane","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Zip,Cache-coeur,Plain,"Padded bust, slip, sequins",WG021C0R9-C11,Knee-length,"23.5 "" (Size 10)","59.0 "" (Size 10)",Bodycon,"Our model is 5' 9""  tall and is wearing size 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,0.133815383,2202,https://www.zalando.co.uk/tommy-hilfiger-short-dress-day-dress-desert-skyecru-to121c0k3-q11.html,Tommy Hilfiger,F&F SHORT LS , Day dress,summer-dresses,139.99,black/white,,,,,100% viscose,,"Machine wash at 30°C, Machine wash on gentle cycle",,,,Button,Crew neck,Print,,TO121C0K3-Q11,Short,"25.0 "" (Size 8)","37.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,0.12629785300000002,7382,https://www.zalando.co.uk/wal-g-limmy-skater-dress-cocktail-dress-party-dress-navy-blue-wg021c0oy-k11.html,WAL G.,LIMMY SKATER DRESS , Cocktail dress / Party dress,Cocktail Dresses,36.99,navy,,,Lace,,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30°C",,,,,Backless,Plain,"Belt included, slip",WG021C0OY-K11,Short,Sleeveless,"35.5 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,0.712780097,481,https://www.zalando.co.uk/mavi-button-dress-day-dress-light-yellow-ma621c023-t12.html,Mavi,BUTTON DRESS , Day dress,summer-dresses,49.99,white multi-coloured,,,,Semi-sheer,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Button,Low-cut v-neck,Floral,Adjustable straps,MA621C023-T12,Calf-length,Spaghetti straps,"47.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.989102906,649,https://www.zalando.co.uk/only-onlhanna-smock-dress-day-dress-multi-coloured-on321c2p4-c11.html,ONLY,ONLHANNA SMOCK DRESS , Day dress,summer-dresses,29.74,multi-coloured,,,Chiffon,,100% polyester,100% polyester,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",,,,Button,Crew neck,Floral,"Elasticated waist, slip",ON321C2P4-C11,Knee-length,"23.0 "" (Size S)","36.0 "" (Size S)",Regular Fit,,"14.5 "" (Size S)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,0.337581991,22,https://www.zalando.co.uk/anna-field-quarter-sleeves-elevated-casual-midi-dress-day-dress-blackgreen-an621c1pc-q11.html,Anna Field,Quarter sleeves elevated casual midi dress , Day dress,summer-dresses,23.99,green,,,Jersey,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Boat neck,Floral,,AN621C1PC-Q11,Calf-length,"17.5 "" (Size S)","46.5 "" (Size S)",Slim Fit,"Our model is 5' 9""  tall and is wearing size S","17.5 "" (Size S)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,0.600859327,4486,https://www.zalando.co.uk/patrizia-pepe-abito-dress-day-dress-eban-brown-p1421c0j5-o11.html,Patrizia Pepe,ABITO DRESS , Day dress,summer-dresses,329.99,brown,,,,,100% viscose,,Hand wash only,,,,,Backless,Plain,"Belt included, adjustable straps",P1421C0J5-O11,Extra short,Spaghetti straps,"34.5 "" (Size 10)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,0.826792168,7,https://www.zalando.co.uk/anna-field-dress-day-dress-dark-green-an621c1p1-m11.html,Anna Field,DRESS , Day dress,summer-dresses,31.49,dark green,,,,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,,,Button,,Plain,"Belt included, underskirt",AN621C1P1-M11,Short,"24.0 "" (Size 8)","35.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,0.212738698,5815,https://www.zalando.co.uk/billabong-dream-big-day-dress-black-bi721c031-q11.html,Billabong,DREAM BIG , Day dress,summer-dresses,64.99,black multi-coloured,,,,,100% viscose,100% viscose,Hand wash only,,,,Button,Low-cut v-neck,Floral,Slip,BI721C031-Q11,Knee-length,"17.5 "" (Size S)","43.5 "" (Size S)",Regular Fit,,"17.5 "" (Size S)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
