,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
1105,0.712635384,3213,https://www.zalando.co.uk/dkny-day-dress-white-dk121c09s-a11.html,DKNY,FOUNDATION LOGO DRESS , Day dress,summer-dresses,89.99,white,,,Sweat,Semi-sheer,"60% cotton, 40% polyester",,"Machine wash at 30°C, Machine wash on gentle cycle",,,,,Crew neck,Print,,DK121C09S-A11,Knee-length,Extra short,"37.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,0.304539502,7083,https://www.zalando.co.uk/filippa-k-oriana-dress-cocktail-dress-party-dress-black-f1421c06f-q11.html,Filippa K,ORIANA DRESS , Cocktail dress / Party dress,Cocktail Dresses,279.99,black,,Yes,Satin,,"86% triacetate, 14% polyester",,"Hand wash only, Dry cleanable",,,,Zip,Crew neck,Plain,,F1421C06F-Q11,Knee-length,"28.0 "" (Size 8)","39.5 "" (Size 8)",Slim Fit,"Our model is 5' 11""  tall and is wearing size 8","16.0 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,0.050904183,588,https://www.zalando.co.uk/pieces-petite-pchember-day-dress-sky-captain-pit21c04b-k11.html,Pieces Petite,PCHEMBER  , Day dress,summer-dresses,30.99,black multi-coloured,,,Chiffon,,100% polyester,,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",Turn-down collar,,,Button,,Floral,"Belt included, bust darts",PIT21C04B-K11,Knee-length,"22.5 "" (Size XS)","40.5 "" (Size XS)",Regular Fit,,"14.0 "" (Size XS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,0.9135148240000001,2342,https://www.zalando.co.uk/in-the-style-cocktail-dress-party-dress-grey-i0421c01m-c11.html,IN THE STYLE,CARYS WHITTAKER HOUNDSTOOTH BELTED MINI DRESS , Day dress,summer-dresses,33.99,grey,,,,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,,Checked,"Belt included, inseam pockets, bust darts, adjustable straps",I0421C01M-C11,Short,Spaghetti straps,"34.0 "" (Size 8)",Bodycon,"Our model is 5' 10""  tall and is wearing size 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,0.578371462,532,https://www.zalando.co.uk/forever-new-destiny-pleated-midi-dress-day-dress-cyprus-patchwork-fod21c0g5-t11.html,Forever New,DESTINY PLEATED MIDI DRESS , Day dress,summer-dresses,119.99,pastel orange,,,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",,,,Zip,Cache-coeur,,Slip,FOD21C0G5-T11,Calf-length,"24.5 "" (Size 8)","43.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,0.570037849,269,https://www.zalando.co.uk/vero-moda-short-dress-day-dress-black-ve121c37l-q12.html,Vero Moda,VMANNA SHORT DRESS , Day dress,summer-dresses,26.34,black,,,,Semi-sheer,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,V-neck,Print,,VE121C37L-Q12,Short,"24.0 "" (Size S)","35.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,0.637402757,1910,https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-dress-day-dress-crimson-ruby-to121c0fz-g12.html,Tommy Hilfiger,REGULAR HILFIGER HOODIE DRESS , Day dress,summer-dresses,90.99,bordeaux,,,Sweat,,"64% cotton, 36% polyester",,"Machine wash at 30°C, Machine wash on gentle cycle",Hood,,Hoodie pocket,,,Plain,Embroidery,TO121C0FZ-G12,Short,"25.0 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 11""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,0.883055403,2215,https://www.zalando.co.uk/edc-by-esprit-dress-day-dress-light-grey-ed121c0xv-c11.html,edc by Esprit,DRESS , Day dress,summer-dresses,54.99,grey,,,Sweat,,"84% cotton, 12% polyester, 4% viscose",,"Do not tumble dry, machine wash at 30°C",Hood,,,,,Marl,,ED121C0XV-C11,Calf-length,"25.5 "" (Size S)","46.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,0.223399518,1157,https://www.zalando.co.uk/jdy-jdydodo-beltdress-day-dress-sky-captain-jy121c0qn-k12.html,JDY,JDYDODO BELTDRESS , Day dress,summer-dresses,18.99,navy,,,Jersey,,"96% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30°C",,,,,Scoop neck,,"Belt included, border",JY121C0QN-K12,Short,Short,"36.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,0.499456522,793,https://www.zalando.co.uk/esprit-collection-day-dress-brown-es421c1k9-o11.html,Esprit Collection,MIT SCHLUPPE , Day dress,summer-dresses,49.99,black/white,,,Chiffon,,100% polyester,100% polyester,,,,,,V-neck,Print,,ES421C1K9-O11,Knee-length,"25.0 "" (Size 8)","39.5 "" (Size 8)",Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
