,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
517,0.570037849,269,https://www.zalando.co.uk/vero-moda-short-dress-day-dress-black-ve121c37l-q12.html,Vero Moda,VMANNA SHORT DRESS , Day dress,summer-dresses,26.34,black,,,,Semi-sheer,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,V-neck,Print,,VE121C37L-Q12,Short,"24.0 "" (Size S)","35.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,0.637402757,1910,https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-dress-day-dress-crimson-ruby-to121c0fz-g12.html,Tommy Hilfiger,REGULAR HILFIGER HOODIE DRESS , Day dress,summer-dresses,90.99,bordeaux,,,Sweat,,"64% cotton, 36% polyester",,"Machine wash at 30°C, Machine wash on gentle cycle",Hood,,Hoodie pocket,,,Plain,Embroidery,TO121C0FZ-G12,Short,"25.0 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 11""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,0.883055403,2215,https://www.zalando.co.uk/edc-by-esprit-dress-day-dress-light-grey-ed121c0xv-c11.html,edc by Esprit,DRESS , Day dress,summer-dresses,54.99,grey,,,Sweat,,"84% cotton, 12% polyester, 4% viscose",,"Do not tumble dry, machine wash at 30°C",Hood,,,,,Marl,,ED121C0XV-C11,Calf-length,"25.5 "" (Size S)","46.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,0.223399518,1157,https://www.zalando.co.uk/jdy-jdydodo-beltdress-day-dress-sky-captain-jy121c0qn-k12.html,JDY,JDYDODO BELTDRESS , Day dress,summer-dresses,18.99,navy,,,Jersey,,"96% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30°C",,,,,Scoop neck,,"Belt included, border",JY121C0QN-K12,Short,Short,"36.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,0.499456522,793,https://www.zalando.co.uk/esprit-collection-day-dress-brown-es421c1k9-o11.html,Esprit Collection,MIT SCHLUPPE , Day dress,summer-dresses,49.99,black/white,,,Chiffon,,100% polyester,100% polyester,,,,,,V-neck,Print,,ES421C1K9-O11,Knee-length,"25.0 "" (Size 8)","39.5 "" (Size 8)",Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,0.318048901,1424,https://www.zalando.co.uk/hollister-co-tiered-short-dress-day-dress-navy-floral-h0421c04t-k11.html,Hollister Co.,TIERED SHORT DRESS , Day dress,summer-dresses,26.99,navy,,,Jersey,,"92% polyester, 8% elastane",,Machine wash at 30°C,,,,Hook fastening ,Cache-coeur,Floral,Belt included,H0421C04T-K11,Extra short,Short,"32.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,0.6829460759999999,7056,https://www.zalando.co.uk/farm-rio-mini-dress-cocktail-dress-party-dress-crazy-mix-f0i21c036-t11.html,Farm Rio,MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,234.99,multi-coloured,,,Velvet/velour,,"80% viscose, 20% nylon",100% viscose,Dry clean only,,,,Zip,Low-cut v-neck,Print,Slip,F0I21C036-T11,Extra short,"24.5 "" (Size 8-10)","33.0 "" (Size 8-10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8-10","15.0 "" (Size 8-10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,0.499456522,793,https://www.zalando.co.uk/esprit-collection-day-dress-brown-es421c1k9-o11.html,Esprit Collection,MIT SCHLUPPE , Day dress,summer-dresses,49.99,black/white,,,Chiffon,,100% polyester,100% polyester,,,,,,V-neck,Print,,ES421C1K9-O11,Knee-length,"25.0 "" (Size 8)","39.5 "" (Size 8)",Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,0.5669928639999999,3892,https://www.zalando.co.uk/sand-copenhagen-linosa-day-dress-dark-bluenavy-saa21c02i-k11.html,Sand Copenhagen,LINOSA , Day dress,summer-dresses,279.99,black,,,,Semi-sheer,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,,,Button,Low-cut v-neck,Floral,Inseam pockets,SAA21C02I-K11,Calf-length,"19.5 "" (Size 8)","43.0 "" (Size 8)",Regular Fit,,"17.5 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,0.637402757,1910,https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-dress-day-dress-crimson-ruby-to121c0fz-g12.html,Tommy Hilfiger,REGULAR HILFIGER HOODIE DRESS , Day dress,summer-dresses,90.99,bordeaux,,,Sweat,,"64% cotton, 36% polyester",,"Machine wash at 30°C, Machine wash on gentle cycle",Hood,,Hoodie pocket,,,Plain,Embroidery,TO121C0FZ-G12,Short,"25.0 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 11""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
