,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
11,0.789473975,2174,https://www.zalando.co.uk/esprit-collection-day-dress-navy-es421c1lm-k12.html,Esprit Collection,Day dress,,summer-dresses,75.0,navy,100% polyester,,,,"86% cotton, 13% polyamide, 1% elastane",100% polyester,"Do not bleach, do not tumble dry, machine wash at 30°C",,,,,Crew neck,Striped,Slip,ES421C1LM-K12,Calf-length,Elbow length,,Regular Fit,,,,,"86% cotton, 13% polyamide, 1% elastane",,,,,,,,,,,,,,,,,,,,,,,,,,,
711,0.108526774,2317,https://www.zalando.co.uk/only-carmakoma-carlollilise-calf-dress-day-dress-sky-captain-ona21c0ga-k11.html,ONLY Carmakoma,CARLOLLILISE CALF DRESS  , Day dress,summer-dresses,47.99,navy,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C",,,,,Low-cut v-neck,Floral,Button row,ONA21C0GA-K11,Calf-length,"28.0 "" (Size 16)","51.5 "" (Size 16)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 16","18.5 "" (Size 16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,0.992717204,3820,https://www.zalando.co.uk/my-true-me-tom-tailor-dress-blouse-style-day-dress-deep-black-tol21c01t-q11.html,MY TRUE ME TOM TAILOR,DRESS BLOUSE STYLE , Day dress,summer-dresses,59.99,black,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle, Do not bleach",,,,Button,Crew neck,Plain,,TOL21C01T-Q11,Knee-length,"24.0 "" (Size 18)","38.5 "" (Size 18)",Loose Fit,,"17.5 "" (Size 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,0.989467759,718,https://www.zalando.co.uk/gap-cap-sleeve-button-front-day-dress-dark-bluewhite-gp021c0kw-k11.html,GAP,CAP SLEEVE BUTTON FRONT , Day dress,summer-dresses,54.99,black multi-coloured,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Zip,Low-cut v-neck,Floral,Button row,GP021C0KW-K11,Short,Short,"33.0 "" (Size 10)",Regular Fit,,"14.0 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,0.7181838559999999,3426,https://www.zalando.co.uk/pepe-jeans-paola-day-dress-midnight-pe121c0mp-k11.html,Pepe Jeans,PAOLA , Day dress,summer-dresses,84.99,navy,,,Rib,,"72% viscose, 28% nylon",,"Do not tumble dry, Hand wash only",,,,,Crew neck,Striped,,PE121C0MP-K11,Calf-length,"25.5 "" (Size S)","48.0 "" (Size S)",Slim Fit,"Our model is 5' 9""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,0.964609403,7250,https://www.zalando.co.uk/tommy-hilfiger-angela-fit-flare-dress-cocktail-dress-party-dress-desert-sky-to121c0j2-k11.html,Tommy Hilfiger,ANGELA FIT FLARE DRESS  , Cocktail dress / Party dress,Cocktail Dresses,139.99,black,,,,,"73% polyester, 21% viscose, 6% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Zip,Crew neck,Plain,"Bust darts, border",TO121C0J2-K11,Knee-length,Short,"38.0 "" (Size 4)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 4","14.0 "" (Size 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,0.664997434,6684,https://www.zalando.co.uk/yas-yaswesla-maxi-dress-cocktail-dress-party-dress-star-white-y0121c1sm-a11.html,YAS,YASWESLA MAXI DRESS , Cocktail dress / Party dress,Cocktail Dresses,139.99,white,,,,,100% polyester,100% polyester,"Do not tumble dry, Do not wash",,,,Zip,Crew neck,Plain,Rhinestones,Y0121C1SM-A11,Long,Short,"64.0 "" (Size S)",Regular Fit,,"15.5 "" (Size S)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,0.5089151510000001,2170,https://www.zalando.co.uk/jdy-jdyvenus-dress-day-dress-tourmaline-jy121c0km-l11.html,JDY,JDYVENUS DRESS , Day dress,summer-dresses,23.99,pastel blue,,,Sweat,,"65% polyester, 35% cotton",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Crew neck,Print,,JY121C0KM-L11,Short,"23.5 "" (Size S)","33.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,0.018649694,4484,https://www.zalando.co.uk/liu-jo-jeans-abito-day-dress-platano-l2521c083-n11.html,Liu Jo Jeans,ABITO , Day dress,summer-dresses,224.99,army green,,,,,"98% cotton, 2% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,,,Button,,Plain,"Belt included, inseam pockets",L2521C083-N11,Short,Elbow length,"35.0 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,0.61232422,6489,https://www.zalando.co.uk/naf-naf-lazale-cocktail-dressparty-dress-na521c0mb-q11.html,NAF NAF,LAZALE , Cocktail dress / Party dress,Cocktail Dresses,,red,,,Chiffon,,100% polyester,"97% viscose, 3% elastane","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Backless,Plain,"Elasticated waist, slip",NA521C0MB-Q11,Knee-length,Elbow length,"39.0 "" (Size 10)",Fitted waist,"Our model is 5' 10""  tall and is wearing size 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
