,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
439,0.90391718,4091,https://www.zalando.co.uk/rifo-suzanne-day-dress-blue-mare-rip21c000-k11.html,RifÃ²,SUZANNE , Day dress,summer-dresses,59.99,blue,,,PiquÃ©,,100% cotton,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,,,,Low-cut v-neck,Plain,,RIP21C000-K11,Knee-length,Short,"36.5 "" (Size S)",Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,0.937274925,3132,https://www.zalando.co.uk/part-two-naiomi-day-dress-green-p2121c0ee-m11.html,Part Two,NAIOMI , Day dress,summer-dresses,93.49,army green,,,,,100% viscose,100% viscose,Dry clean only,Standing collar,,,,Low-cut v-neck,Floral,Slip,P2121C0EE-M11,Knee-length,"23.5 "" (Size 8)","40.0 "" (Size 8)",Loose Fit,,"14.5 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,0.458943513,596,https://www.zalando.co.uk/vila-vikawa-dress-day-dress-optical-snow-v1021c2v9-a11.html,Vila,VIKAWA NOOS , Day dress,summer-dresses,39.99,white,,,,,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Low-cut v-neck,Plain,,V1021C2V9-A11,Short,Long,,Slim Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,0.8598518159999999,3716,https://www.zalando.co.uk/marimekko-ilolle-jokeri-dress-day-dress-dark-bluesand-m4k21c04s-k11.html,Marimekko,ILOLLE JOKERI DRESS , Day dress,summer-dresses,259.99,navy,,,,,100% cotton,,"Machine wash at 40°C, do not tumble dry",Kent collar,,,Button,,,,M4K21C04S-K11,Calf-length,"21.5 "" (Size 10)","44.5 "" (Size 10)",Regular Fit,,"20.5 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,0.505788995,2873,https://www.zalando.co.uk/esprit-day-dress-navy-es121c24h-k11.html,Esprit,Day dress,,summer-dresses,55.0,navy,,,,,"60% viscose, 40% polyamide",,"Do not bleach, machine wash at 30°C",,,,,Low-cut v-neck,Marl,Belt included,ES121C24H-K11,Short,3/4 length,,Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,0.61232422,6489,https://www.zalando.co.uk/naf-naf-lazale-cocktail-dressparty-dress-na521c0mb-q11.html,NAF NAF,LAZALE , Cocktail dress / Party dress,Cocktail Dresses,,red,,,Chiffon,,100% polyester,"97% viscose, 3% elastane","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Backless,Plain,"Elasticated waist, slip",NA521C0MB-Q11,Knee-length,Elbow length,"39.0 "" (Size 10)",Fitted waist,"Our model is 5' 10""  tall and is wearing size 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,0.811783006,2062,https://www.zalando.co.uk/kaffe-eloise-dress-day-dress-sandchalkdark-blue-ka321c0sd-t11.html,Kaffe,ELOISE DRESS , Day dress,summer-dresses,79.99,brown,,,Chiffon,,"95% polyester, 5% metal",100% polyester,,Standing collar,,,,Low-cut v-neck,Print,"Inseam pockets, bust darts, slip",KA321C0SD-T11,Knee-length,"26.5 "" (Size 10)","39.5 "" (Size 10)",Loose Fit,,"15.5 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,0.614868977,2436,https://www.zalando.co.uk/superdry-day-dress-eclipse-navy-su221c0pi-k11.html,Superdry,Day dress,,summer-dresses,30.0,navy,,,,,100% viscose,,"Do not bleach, do not tumble dry",,,,,Cache-coeur,Print,,SU221C0PI-K11,Short,Long,,Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,0.784536725,6769,https://www.zalando.co.uk/minimum-meshi-cocktail-dress-party-dress-black-mi421c0c0-q11.html,Minimum,MESHI  , Cocktail dress / Party dress,Cocktail Dresses,69.99,black,,,Mesh,,"90% polyester, 10% elastane",,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,,,V-neck,Floral,Slip,MI421C0C0-Q11,Knee-length,"25.5 "" (Size S)","44.0 "" (Size S)",Bodycon,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,0.237421548,5898,https://www.zalando.co.uk/drykorn-tamasha-day-dress-braun-dr221c03k-o11.html,DRYKORN,TAMASHA , Day dress,summer-dresses,129.99,brown,,,,,"70% cupro, 30% cotton",,Hand wash only,,,,,Crew neck,Animal print,Inseam pockets,DR221C03K-O11,Calf-length,Elbow length,,Loose Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
