,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
439,0.90391718,4091,https://www.zalando.co.uk/rifo-suzanne-day-dress-blue-mare-rip21c000-k11.html,RifÃ²,SUZANNE , Day dress,summer-dresses,59.99,blue,,,PiquÃ©,,100% cotton,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,,,,Low-cut v-neck,Plain,,RIP21C000-K11,Knee-length,Short,"36.5 "" (Size S)",Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,0.937274925,3132,https://www.zalando.co.uk/part-two-naiomi-day-dress-green-p2121c0ee-m11.html,Part Two,NAIOMI , Day dress,summer-dresses,93.49,army green,,,,,100% viscose,100% viscose,Dry clean only,Standing collar,,,,Low-cut v-neck,Floral,Slip,P2121C0EE-M11,Knee-length,"23.5 "" (Size 8)","40.0 "" (Size 8)",Loose Fit,,"14.5 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,0.458943513,596,https://www.zalando.co.uk/vila-vikawa-dress-day-dress-optical-snow-v1021c2v9-a11.html,Vila,VIKAWA NOOS , Day dress,summer-dresses,39.99,white,,,,,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Low-cut v-neck,Plain,,V1021C2V9-A11,Short,Long,,Slim Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,0.8598518159999999,3716,https://www.zalando.co.uk/marimekko-ilolle-jokeri-dress-day-dress-dark-bluesand-m4k21c04s-k11.html,Marimekko,ILOLLE JOKERI DRESS , Day dress,summer-dresses,259.99,navy,,,,,100% cotton,,"Machine wash at 40°C, do not tumble dry",Kent collar,,,Button,,,,M4K21C04S-K11,Calf-length,"21.5 "" (Size 10)","44.5 "" (Size 10)",Regular Fit,,"20.5 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,0.505788995,2873,https://www.zalando.co.uk/esprit-day-dress-navy-es121c24h-k11.html,Esprit,Day dress,,summer-dresses,55.0,navy,,,,,"60% viscose, 40% polyamide",,"Do not bleach, machine wash at 30°C",,,,,Low-cut v-neck,Marl,Belt included,ES121C24H-K11,Short,3/4 length,,Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.789473975,2174,https://www.zalando.co.uk/esprit-collection-day-dress-navy-es421c1lm-k12.html,Esprit Collection,Day dress,,summer-dresses,75.0,navy,100% polyester,,,,"86% cotton, 13% polyamide, 1% elastane",100% polyester,"Do not bleach, do not tumble dry, machine wash at 30°C",,,,,Crew neck,Striped,Slip,ES421C1LM-K12,Calf-length,Elbow length,,Regular Fit,,,,,"86% cotton, 13% polyamide, 1% elastane",,,,,,,,,,,,,,,,,,,,,,,,,,,
711,0.108526774,2317,https://www.zalando.co.uk/only-carmakoma-carlollilise-calf-dress-day-dress-sky-captain-ona21c0ga-k11.html,ONLY Carmakoma,CARLOLLILISE CALF DRESS  , Day dress,summer-dresses,47.99,navy,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C",,,,,Low-cut v-neck,Floral,Button row,ONA21C0GA-K11,Calf-length,"28.0 "" (Size 16)","51.5 "" (Size 16)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 16","18.5 "" (Size 16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,0.992717204,3820,https://www.zalando.co.uk/my-true-me-tom-tailor-dress-blouse-style-day-dress-deep-black-tol21c01t-q11.html,MY TRUE ME TOM TAILOR,DRESS BLOUSE STYLE , Day dress,summer-dresses,59.99,black,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle, Do not bleach",,,,Button,Crew neck,Plain,,TOL21C01T-Q11,Knee-length,"24.0 "" (Size 18)","38.5 "" (Size 18)",Loose Fit,,"17.5 "" (Size 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,0.989467759,718,https://www.zalando.co.uk/gap-cap-sleeve-button-front-day-dress-dark-bluewhite-gp021c0kw-k11.html,GAP,CAP SLEEVE BUTTON FRONT , Day dress,summer-dresses,54.99,black multi-coloured,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Zip,Low-cut v-neck,Floral,Button row,GP021C0KW-K11,Short,Short,"33.0 "" (Size 10)",Regular Fit,,"14.0 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,0.7181838559999999,3426,https://www.zalando.co.uk/pepe-jeans-paola-day-dress-midnight-pe121c0mp-k11.html,Pepe Jeans,PAOLA , Day dress,summer-dresses,84.99,navy,,,Rib,,"72% viscose, 28% nylon",,"Do not tumble dry, Hand wash only",,,,,Crew neck,Striped,,PE121C0MP-K11,Calf-length,"25.5 "" (Size S)","48.0 "" (Size S)",Slim Fit,"Our model is 5' 9""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
