,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
1562,0.61232422,6489,https://www.zalando.co.uk/naf-naf-lazale-cocktail-dressparty-dress-na521c0mb-q11.html,NAF NAF,LAZALE , Cocktail dress / Party dress,Cocktail Dresses,,red,,,Chiffon,,100% polyester,"97% viscose, 3% elastane","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Backless,Plain,"Elasticated waist, slip",NA521C0MB-Q11,Knee-length,Elbow length,"39.0 "" (Size 10)",Fitted waist,"Our model is 5' 10""  tall and is wearing size 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,0.811783006,2062,https://www.zalando.co.uk/kaffe-eloise-dress-day-dress-sandchalkdark-blue-ka321c0sd-t11.html,Kaffe,ELOISE DRESS , Day dress,summer-dresses,79.99,brown,,,Chiffon,,"95% polyester, 5% metal",100% polyester,,Standing collar,,,,Low-cut v-neck,Print,"Inseam pockets, bust darts, slip",KA321C0SD-T11,Knee-length,"26.5 "" (Size 10)","39.5 "" (Size 10)",Loose Fit,,"15.5 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,0.614868977,2436,https://www.zalando.co.uk/superdry-day-dress-eclipse-navy-su221c0pi-k11.html,Superdry,Day dress,,summer-dresses,30.0,navy,,,,,100% viscose,,"Do not bleach, do not tumble dry",,,,,Cache-coeur,Print,,SU221C0PI-K11,Short,Long,,Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,0.784536725,6769,https://www.zalando.co.uk/minimum-meshi-cocktail-dress-party-dress-black-mi421c0c0-q11.html,Minimum,MESHI  , Cocktail dress / Party dress,Cocktail Dresses,69.99,black,,,Mesh,,"90% polyester, 10% elastane",,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,,,V-neck,Floral,Slip,MI421C0C0-Q11,Knee-length,"25.5 "" (Size S)","44.0 "" (Size S)",Bodycon,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,0.237421548,5898,https://www.zalando.co.uk/drykorn-tamasha-day-dress-braun-dr221c03k-o11.html,DRYKORN,TAMASHA , Day dress,summer-dresses,129.99,brown,,,,,"70% cupro, 30% cotton",,Hand wash only,,,,,Crew neck,Animal print,Inseam pockets,DR221C03K-O11,Calf-length,Elbow length,,Loose Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,0.677240744,2348,https://www.zalando.co.uk/esprit-dress-day-dress-black-es121c21z-q11.html,Esprit,DRESS , Day dress,summer-dresses,54.99,black,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Button,Crew neck,Floral,,ES121C21Z-Q11,Knee-length,"25.0 "" (Size 10)","37.5 "" (Size 10)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 10","16.0 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,0.568538504,2211,https://www.zalando.co.uk/vila-vilana-ballon-sleeve-dress-day-dress-black-v1021c2su-q11.html,Vila,VILANA BALLON SLEEVE DRESS , Day dress,summer-dresses,29.74,black multi-coloured,,,,,100% viscose,,"Machine wash at 30°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,,,Low-cut v-neck,Floral,,V1021C2SU-Q11,Short,"27.5 "" (Size 8)","37.5 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,0.670526987,5419,https://www.zalando.co.uk/lacoste-day-dress-pinot-la221c063-g11.html,Lacoste,Day dress,,summer-dresses,134.99,bordeaux,,,PiquÃ©,,"67% lyocell, 33% cotton",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,,,,Low-cut v-neck,Plain,"Belt included, inseam pockets",LA221C063-G11,Calf-length,Short,"43.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,0.023225894,4392,https://www.zalando.co.uk/roksanda-emina-dress-day-dress-blackoatmealcoral-r9821c01u-b11.html,Roksanda,EMINA DRESS , Day dress,summer-dresses,,black multi-coloured,,,,,100% wool,,Dry clean only,,,,Zip,V-neck,,"Inseam pockets, bust darts",R9821C01U-B11,Calf-length,Sleeveless,,Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.5 "" (Size 10)",,,,,"87% polyester, 9% viscose, 4% elastane",,,,,,,,,,,,,,,,,,,,,,,,,
441,0.864752455,3883,https://www.zalando.co.uk/esprit-maternity-day-dress-blue-grey-es929f0b7-k11.html,Esprit Maternity,Day dress,,summer-dresses,96.99,blue,,,,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C",,,,Zip,Crew neck,Plain,Nursing-friendly,ES929F0B7-K11,Calf-length,Short,,Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
