,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
743,0.670526987,5419,https://www.zalando.co.uk/lacoste-day-dress-pinot-la221c063-g11.html,Lacoste,Day dress,,summer-dresses,134.99,bordeaux,,,PiquÃ©,,"67% lyocell, 33% cotton",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,,,,Low-cut v-neck,Plain,"Belt included, inseam pockets",LA221C063-G11,Calf-length,Short,"43.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,0.023225894,4392,https://www.zalando.co.uk/roksanda-emina-dress-day-dress-blackoatmealcoral-r9821c01u-b11.html,Roksanda,EMINA DRESS , Day dress,summer-dresses,,black multi-coloured,,,,,100% wool,,Dry clean only,,,,Zip,V-neck,,"Inseam pockets, bust darts",R9821C01U-B11,Calf-length,Sleeveless,,Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.5 "" (Size 10)",,,,,"87% polyester, 9% viscose, 4% elastane",,,,,,,,,,,,,,,,,,,,,,,,,
441,0.864752455,3883,https://www.zalando.co.uk/esprit-maternity-day-dress-blue-grey-es929f0b7-k11.html,Esprit Maternity,Day dress,,summer-dresses,96.99,blue,,,,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C",,,,Zip,Crew neck,Plain,Nursing-friendly,ES929F0B7-K11,Calf-length,Short,,Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,0.094095373,7071,https://www.zalando.co.uk/bytimo-gathers-dress-cocktail-dress-party-dress-pink-byh21c02h-j11.html,byTiMo,GATHERS DRESS , Cocktail dress / Party dress,Cocktail Dresses,279.99,pink,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Zip,Low-cut v-neck,Floral,,BYH21C02H-J11,Knee-length,"20.0 "" (Size S)","38.5 "" (Size S)",Regular Fit,,"15.5 "" (Size S)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,0.677240744,2348,https://www.zalando.co.uk/esprit-dress-day-dress-black-es121c21z-q11.html,Esprit,DRESS , Day dress,summer-dresses,54.99,black,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Button,Crew neck,Floral,,ES121C21Z-Q11,Knee-length,"25.0 "" (Size 10)","37.5 "" (Size 10)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 10","16.0 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.789473975,2174,https://www.zalando.co.uk/esprit-collection-day-dress-navy-es421c1lm-k12.html,Esprit Collection,Day dress,,summer-dresses,75.0,navy,100% polyester,,,,"86% cotton, 13% polyamide, 1% elastane",100% polyester,"Do not bleach, do not tumble dry, machine wash at 30°C",,,,,Crew neck,Striped,Slip,ES421C1LM-K12,Calf-length,Elbow length,,Regular Fit,,,,,"86% cotton, 13% polyamide, 1% elastane",,,,,,,,,,,,,,,,,,,,,,,,,,,
711,0.108526774,2317,https://www.zalando.co.uk/only-carmakoma-carlollilise-calf-dress-day-dress-sky-captain-ona21c0ga-k11.html,ONLY Carmakoma,CARLOLLILISE CALF DRESS  , Day dress,summer-dresses,47.99,navy,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C",,,,,Low-cut v-neck,Floral,Button row,ONA21C0GA-K11,Calf-length,"28.0 "" (Size 16)","51.5 "" (Size 16)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 16","18.5 "" (Size 16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,0.992717204,3820,https://www.zalando.co.uk/my-true-me-tom-tailor-dress-blouse-style-day-dress-deep-black-tol21c01t-q11.html,MY TRUE ME TOM TAILOR,DRESS BLOUSE STYLE , Day dress,summer-dresses,59.99,black,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle, Do not bleach",,,,Button,Crew neck,Plain,,TOL21C01T-Q11,Knee-length,"24.0 "" (Size 18)","38.5 "" (Size 18)",Loose Fit,,"17.5 "" (Size 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,0.989467759,718,https://www.zalando.co.uk/gap-cap-sleeve-button-front-day-dress-dark-bluewhite-gp021c0kw-k11.html,GAP,CAP SLEEVE BUTTON FRONT , Day dress,summer-dresses,54.99,black multi-coloured,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Zip,Low-cut v-neck,Floral,Button row,GP021C0KW-K11,Short,Short,"33.0 "" (Size 10)",Regular Fit,,"14.0 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,0.7181838559999999,3426,https://www.zalando.co.uk/pepe-jeans-paola-day-dress-midnight-pe121c0mp-k11.html,Pepe Jeans,PAOLA , Day dress,summer-dresses,84.99,navy,,,Rib,,"72% viscose, 28% nylon",,"Do not tumble dry, Hand wash only",,,,,Crew neck,Striped,,PE121C0MP-K11,Calf-length,"25.5 "" (Size S)","48.0 "" (Size S)",Slim Fit,"Our model is 5' 9""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
