,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
11,0.789473975,2174,https://www.zalando.co.uk/esprit-collection-day-dress-navy-es421c1lm-k12.html,Esprit Collection,Day dress,,summer-dresses,75.0,navy,100% polyester,,,,"86% cotton, 13% polyamide, 1% elastane",100% polyester,"Do not bleach, do not tumble dry, machine wash at 30°C",,,,,Crew neck,Striped,Slip,ES421C1LM-K12,Calf-length,Elbow length,,Regular Fit,,,,,"86% cotton, 13% polyamide, 1% elastane",,,,,,,,,,,,,,,,,,,,,,,,,,,
711,0.108526774,2317,https://www.zalando.co.uk/only-carmakoma-carlollilise-calf-dress-day-dress-sky-captain-ona21c0ga-k11.html,ONLY Carmakoma,CARLOLLILISE CALF DRESS  , Day dress,summer-dresses,47.99,navy,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C",,,,,Low-cut v-neck,Floral,Button row,ONA21C0GA-K11,Calf-length,"28.0 "" (Size 16)","51.5 "" (Size 16)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 16","18.5 "" (Size 16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,0.992717204,3820,https://www.zalando.co.uk/my-true-me-tom-tailor-dress-blouse-style-day-dress-deep-black-tol21c01t-q11.html,MY TRUE ME TOM TAILOR,DRESS BLOUSE STYLE , Day dress,summer-dresses,59.99,black,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle, Do not bleach",,,,Button,Crew neck,Plain,,TOL21C01T-Q11,Knee-length,"24.0 "" (Size 18)","38.5 "" (Size 18)",Loose Fit,,"17.5 "" (Size 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,0.989467759,718,https://www.zalando.co.uk/gap-cap-sleeve-button-front-day-dress-dark-bluewhite-gp021c0kw-k11.html,GAP,CAP SLEEVE BUTTON FRONT , Day dress,summer-dresses,54.99,black multi-coloured,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Zip,Low-cut v-neck,Floral,Button row,GP021C0KW-K11,Short,Short,"33.0 "" (Size 10)",Regular Fit,,"14.0 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,0.7181838559999999,3426,https://www.zalando.co.uk/pepe-jeans-paola-day-dress-midnight-pe121c0mp-k11.html,Pepe Jeans,PAOLA , Day dress,summer-dresses,84.99,navy,,,Rib,,"72% viscose, 28% nylon",,"Do not tumble dry, Hand wash only",,,,,Crew neck,Striped,,PE121C0MP-K11,Calf-length,"25.5 "" (Size S)","48.0 "" (Size S)",Slim Fit,"Our model is 5' 9""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,0.712635384,3213,https://www.zalando.co.uk/dkny-day-dress-white-dk121c09s-a11.html,DKNY,FOUNDATION LOGO DRESS , Day dress,summer-dresses,89.99,white,,,Sweat,Semi-sheer,"60% cotton, 40% polyester",,"Machine wash at 30°C, Machine wash on gentle cycle",,,,,Crew neck,Print,,DK121C09S-A11,Knee-length,Extra short,"37.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,0.304539502,7083,https://www.zalando.co.uk/filippa-k-oriana-dress-cocktail-dress-party-dress-black-f1421c06f-q11.html,Filippa K,ORIANA DRESS , Cocktail dress / Party dress,Cocktail Dresses,279.99,black,,Yes,Satin,,"86% triacetate, 14% polyester",,"Hand wash only, Dry cleanable",,,,Zip,Crew neck,Plain,,F1421C06F-Q11,Knee-length,"28.0 "" (Size 8)","39.5 "" (Size 8)",Slim Fit,"Our model is 5' 11""  tall and is wearing size 8","16.0 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,0.050904183,588,https://www.zalando.co.uk/pieces-petite-pchember-day-dress-sky-captain-pit21c04b-k11.html,Pieces Petite,PCHEMBER  , Day dress,summer-dresses,30.99,black multi-coloured,,,Chiffon,,100% polyester,,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",Turn-down collar,,,Button,,Floral,"Belt included, bust darts",PIT21C04B-K11,Knee-length,"22.5 "" (Size XS)","40.5 "" (Size XS)",Regular Fit,,"14.0 "" (Size XS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,0.9135148240000001,2342,https://www.zalando.co.uk/in-the-style-cocktail-dress-party-dress-grey-i0421c01m-c11.html,IN THE STYLE,CARYS WHITTAKER HOUNDSTOOTH BELTED MINI DRESS , Day dress,summer-dresses,33.99,grey,,,,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,,Checked,"Belt included, inseam pockets, bust darts, adjustable straps",I0421C01M-C11,Short,Spaghetti straps,"34.0 "" (Size 8)",Bodycon,"Our model is 5' 10""  tall and is wearing size 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,0.578371462,532,https://www.zalando.co.uk/forever-new-destiny-pleated-midi-dress-day-dress-cyprus-patchwork-fod21c0g5-t11.html,Forever New,DESTINY PLEATED MIDI DRESS , Day dress,summer-dresses,119.99,pastel orange,,,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",,,,Zip,Cache-coeur,,Slip,FOD21C0G5-T11,Calf-length,"24.5 "" (Size 8)","43.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
