,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
318,0.332547926,7248,https://www.zalando.co.uk/in-the-style-jac-jossa-asymmetric-cowl-neck-midi-dress-day-dress-black-i0421c00s-q11.html,IN THE STYLE,JAC JOSSA ASYMMETRIC COWL NECK MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,42.99,black,,,Satin,,100% polyester,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,Asymmetrical,,Zip,Cowl neck,Plain,"Belt included, bust darts, adjustable straps",I0421C00S-Q11,Calf-length,"Sleeveless, spaghetti straps","43.0 "" (Size 8)",Slim Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,0.203370907,540,https://www.zalando.co.uk/superdry-day-dress-white-su221c0nh-a11.html,Superdry,Day dress,,summer-dresses,39.99,white,,,,,100% viscose,,,,,,,,,,SU221C0NH-A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,0.054911312,640,https://www.zalando.co.uk/anna-field-petite-day-dress-dark-green-ani21c03l-m11.html,Anna Field Petite,Day dress,,summer-dresses,30.99,dark green,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Button,,Plain,Bust darts,ANI21C03L-M11,Short,"17.5 "" (Size S)","35.5 "" (Size S)",Loose Fit,,"15.5 "" (Size S)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,0.155928906,1016,https://www.zalando.co.uk/kaffe-oline-dress-shirt-dress-grape-leaf-ka321c0ct-n11.html,Kaffe,OLINE DRESS , Day dress,summer-dresses,69.99,army green,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",Turn-down collar,,,Button,,Polka dot,"Belt included, bust darts",KA321C0CT-N11,Calf-length,"24.0 "" (Size 8)","51.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,0.829747405,2918,https://www.zalando.co.uk/moves-dazinna-day-dress-carbon-mod21c087-q11.html,Moves,DAZINNA , Day dress,summer-dresses,69.99,grey,,,,,"63% polyester, 33% viscose, 4% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Button,Low-cut v-neck,Pinstriped,,MOD21C087-Q11,Extra short,Sleeveless,"30.5 "" (Size 8)",Loose Fit,"Our model is 5' 11""  tall and is wearing size 8","17.0 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,0.6829460759999999,7056,https://www.zalando.co.uk/farm-rio-mini-dress-cocktail-dress-party-dress-crazy-mix-f0i21c036-t11.html,Farm Rio,MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,234.99,multi-coloured,,,Velvet/velour,,"80% viscose, 20% nylon",100% viscose,Dry clean only,,,,Zip,Low-cut v-neck,Print,Slip,F0I21C036-T11,Extra short,"24.5 "" (Size 8-10)","33.0 "" (Size 8-10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8-10","15.0 "" (Size 8-10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,0.90391718,4091,https://www.zalando.co.uk/rifo-suzanne-day-dress-blue-mare-rip21c000-k11.html,RifÃ²,SUZANNE , Day dress,summer-dresses,59.99,blue,,,PiquÃ©,,100% cotton,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,,,,Low-cut v-neck,Plain,,RIP21C000-K11,Knee-length,Short,"36.5 "" (Size S)",Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,0.8598518159999999,3716,https://www.zalando.co.uk/marimekko-ilolle-jokeri-dress-day-dress-dark-bluesand-m4k21c04s-k11.html,Marimekko,ILOLLE JOKERI DRESS , Day dress,summer-dresses,259.99,navy,,,,,100% cotton,,"Machine wash at 40°C, do not tumble dry",Kent collar,,,Button,,,,M4K21C04S-K11,Calf-length,"21.5 "" (Size 10)","44.5 "" (Size 10)",Regular Fit,,"20.5 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,0.247506532,6835,https://www.zalando.co.uk/ted-baker-kenedi-cocktail-dress-party-dress-dusky-pink-te421c0lk-j11.html,Ted Baker,KENEDI , Cocktail dress / Party dress,Cocktail Dresses,259.99,pastel pink,,,Chiffon,,100% polyester,100% polyester,"Hand wash only, Dry cleanable",,,,Laces,Crew neck,Print,"Bust darts, adjustable straps, slip",TE421C0LK-J11,Short,Sleeveless,"35.0 "" (Size 10)",Slim Fit,"Our model is 5' 11""  tall and is wearing size 10","12.5 "" (Size 10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,0.505788995,2873,https://www.zalando.co.uk/esprit-day-dress-navy-es121c24h-k11.html,Esprit,Day dress,,summer-dresses,55.0,navy,,,,,"60% viscose, 40% polyamide",,"Do not bleach, machine wash at 30°C",,,,,Low-cut v-neck,Marl,Belt included,ES121C24H-K11,Short,3/4 length,,Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
