,Random order,Original order,link,brand,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length 1,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 42
1670,0.09602192,6207,https://www.zalando.co.uk/ivy-and-oak-bridal-malea-occasion-wear-snow-white-iv521c02o-a11.html,IVY & OAK BRIDAL,MALEA , Occasion wear,Occasion dresses,654.99,white,,,,,100% viscose,100% polyester,"Do not tumble dry, Do not wash",Standing collar,,,Zip,Backless,Plain,Crochet Detailing,IV521C02O-A11,Long,Short,"71.0 "" (Size 8)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 8","13.5 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,0.17012658,2458,https://www.zalando.co.uk/only-carmakoma-carlollimegan-34-knee-belt-dress-day-dress-marine-green-ona21c0in-m11.html,ONLY Carmakoma,CARLOLLIMEGAN 3/4 KNEE BELT DRESS , Day dress,summer-dresses,34.99,green,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",,,,,Low-cut v-neck,Floral,"Belt included, bust darts",ONA21C0IN-M11,Knee-length,"21.5 "" (Size 14)","45.5 "" (Size 14)",Loose Fit,,"17.5 "" (Size 14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,0.014613993999999996,6709,https://www.zalando.co.uk/wal-g-anya-ruched-midi-dress-cocktail-dress-party-dress-wine-wg021c0re-g11.html,WAL G.,ANYA RUCHED MIDI DRESS , Shift dress,Cocktail Dresses,35.99,bordeaux,,,,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,Zip,Backless,Plain,,WG021C0RE-G11,Knee-length,Sleeveless,"43.5 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,0.909822453,657,https://www.zalando.co.uk/yas-yasbalara-midi-dress-day-dress-blackbalara-y0121c1t2-t11.html,YAS,YASBALARA MIDI DRESS , Day dress,summer-dresses,55.99,black multi-coloured,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Peter Pan collar,,,Button,,Floral,Bust darts,Y0121C1T2-T11,Calf-length,"25.0 "" (Size S)","45.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,0.49037955,351,https://www.zalando.co.uk/ichi-ihcunilla-day-dress-creme-brulee-ic221c0j3-a11.html,ICHI,IHCUNILLA , Day dress,summer-dresses,74.99,white multi-coloured,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C",,,,Button,Low-cut v-neck,Floral,Belt included,IC221C0J3-A11,Knee-length,"15.5 "" (Size 8)","37.0 "" (Size 8)",Loose Fit,,"15.5 "" (Size 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,0.570037849,269,https://www.zalando.co.uk/vero-moda-short-dress-day-dress-black-ve121c37l-q12.html,Vero Moda,VMANNA SHORT DRESS , Day dress,summer-dresses,26.34,black,,,,Semi-sheer,100% viscose,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,V-neck,Print,,VE121C37L-Q12,Short,"24.0 "" (Size S)","35.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,0.637402757,1910,https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-dress-day-dress-crimson-ruby-to121c0fz-g12.html,Tommy Hilfiger,REGULAR HILFIGER HOODIE DRESS , Day dress,summer-dresses,90.99,bordeaux,,,Sweat,,"64% cotton, 36% polyester",,"Machine wash at 30°C, Machine wash on gentle cycle",Hood,,Hoodie pocket,,,Plain,Embroidery,TO121C0FZ-G12,Short,"25.0 "" (Size S)","36.0 "" (Size S)",Loose Fit,"Our model is 5' 11""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,0.883055403,2215,https://www.zalando.co.uk/edc-by-esprit-dress-day-dress-light-grey-ed121c0xv-c11.html,edc by Esprit,DRESS , Day dress,summer-dresses,54.99,grey,,,Sweat,,"84% cotton, 12% polyester, 4% viscose",,"Do not tumble dry, machine wash at 30°C",Hood,,,,,Marl,,ED121C0XV-C11,Calf-length,"25.5 "" (Size S)","46.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,0.223399518,1157,https://www.zalando.co.uk/jdy-jdydodo-beltdress-day-dress-sky-captain-jy121c0qn-k12.html,JDY,JDYDODO BELTDRESS , Day dress,summer-dresses,18.99,navy,,,Jersey,,"96% polyester, 4% elastane",,"Do not tumble dry, machine wash at 30°C",,,,,Scoop neck,,"Belt included, border",JY121C0QN-K12,Short,Short,"36.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,0.499456522,793,https://www.zalando.co.uk/esprit-collection-day-dress-brown-es421c1k9-o11.html,Esprit Collection,MIT SCHLUPPE , Day dress,summer-dresses,49.99,black/white,,,Chiffon,,100% polyester,100% polyester,,,,,,V-neck,Print,,ES421C1K9-O11,Knee-length,"25.0 "" (Size 8)","39.5 "" (Size 8)",Regular Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
