,Unnamed: 0,Style,Link,Brand,Dress name,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,User
0,14.0,trendy,https://www.zalando.co.uk/vero-moda-vmboa-highneck-short-dress-shirt-dress-pine-grove-ve121c2e2-m11.html,Vero Moda,Day dress,26.34,1.0,black,Polyester,100% polyester,Unknown,"Do not tumble dry, machine wash at 30°C, Dry cleanable, Do not bleach",Standing collar,Unknown,Button,Accentuating the waist,Round neckline,Plain,Belt included,Short,Long,Long,Unknown,Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,864.0,Unknown,https://www.zalando.co.uk/vila-vilana-v-neck-belt-dress-day-dress-navy-v1021c2wu-k13.html,Vila,VILANA V,26.34,1.0,navy,Unknown,100% viscose,Unknown,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Accentuating the waist,Low v-neck,Floral,Belt included,Short,"25.5 "" (Size 10)",Long,"38.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,2713.0,Unknown,https://www.zalando.co.uk/vero-moda-vminga-short-dress-day-dress-black-ve121c2hq-q11.html,Vero Moda,VMINGA SHORT DRESS  ,26.34,1.0,black,Unknown,100% polyester,100% polyester,Unknown,Unknown,Unknown,Button,Accentuating the waist,Round neckline,Plain,"Belt included, slip",Short,Long,Long,Unknown,Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,373.0,casual chic,https://www.zalando.co.uk/pieces-pcnirika-dress-day-dress-cloud-dancer-pe321c0y7-a11.html,Pieces,PCNIRIKA  DRESS ,25.99,1.0,white/pink,Unknown,100% viscose,Unknown,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",Unknown,Unknown,Unknown,Accentuating the waist,Low round neckline,Floral,"Belt included, bust darts",Short,Sleeveless,Sleeveless,Unknown,Regular Fit,Regular fit,Unknown,"14.0 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,"33.5 "" (Size S)",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,2870.0,Unknown,https://www.zalando.co.uk/pieces-pcnirikadress-day-dress-black-pe321c0y3-q11.html,Pieces,PCNIRIKA DRESS ,25.99,1.0,black multi-coloured,Unknown,100% viscose,Unknown,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Accentuating the waist,Low round neckline,Floral,"Belt included, bust darts",Short,Sleeveless,Sleeveless,"34.5 "" (Size S)",Regular Fit,Regular fit,Unknown,"12.5 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5,3658.0,girly,https://www.zalando.co.uk/missguided-petite-basic-belted-dress-day-dress-taupe-pink-m0v21c0p0-j11.html,Missguided,BASIC BELTED DRESS ,26.99,1.0,pink,Unknown,"95% polyester, 5% elastane",Unknown,"Machine wash at 30°C, Machine wash on gentle cycle",Lapel collar,Unknown,Button,Accentuating the waist,Low v-neck,Plain,Belt included,Short,"23.0 "" (Size 8)",Long,"30.5 "" (Size 8)",Regular Fit,Regular fit,Unknown,"15.0 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,3744.0,Unknown,https://www.zalando.co.uk/anna-field-day-dress-light-blue-an621c1qa-k11.html,Anna Field,Day dress,24.64,1.0,green,Jersey,"95% modal, 5% elastane",Unknown,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Accentuating the waist,Low v-neck,Plain,Belt included,Knee length,"25.0 "" (Size S)",Long,"36.5 "" (Size S)",Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
7,1463.0,Unknown,https://www.zalando.co.uk/vila-visuvita-short-dress-day-dress-navy-blazer-v1021c2t3-k11.html,Vila,VISUVITA SHORT DRESS ,24.49,1.0,navy,Unknown,100% viscose,Unknown,"Machine wash at 30°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Unknown,Button,Accentuating the waist,Unknown,Plain,Belt included,Short,"23.5 "" (Size 8)",Long,"33.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8,1891.0,Unknown,https://www.zalando.co.uk/vila-viadeline-dress-day-dress-black-v1021c2t4-q11.html,Vila,VIADELINE DRESS ,29.74,1.0,black,Unknown,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Accentuating the waist,V-neck,Prints in general,"Belt included, slip",Short,"23.0 "" (Size 8)",Long,"36.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
9,923.0,Unknown,https://www.zalando.co.uk/vila-vidiana-flounce-dress-day-dress-winetasting-v1021c2f4-g11.html,Vila,VIDIANA FLOUNCE DRESS ,30.99,1.0,burgundy,Unknown,100% polyester,Unknown,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Accentuating the waist,Round neckline,Floral,"Belt included, bust darts",Knee length,Short,Short,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
